Page,Pageviews,Avg. Time on Page,Entrances,Bounce Rate
/animal-shelter/animals/59519,714,11,3,-100.0
/animal-shelter/animals/61095,714,10,7,-57.14
/farmers-market/homegrown-tour,714,200,484,-82.85
/gis/order,711,42,63,-53.97
/news/2018/02/17/3182,711,104,358,-82.4
/animal-shelter/animals/60434,708,14,9,-77.78
/locations,708,30,105,-55.24
/parks/community-gardening/orchard-classes,708,65,215,-45.12
/animal-shelter/animals/61107,707,28,21,-47.62
/animal-shelter/animals/61629,707,15,2,-100.0
/animal-shelter/animals/59626,703,21,7,-100.0
/animal-shelter/behavior-consultation,702,99,122,-68.03
/animal-shelter/animals/58643,698,32,23,-26.09
/animal-shelter/animals/61659,696,18,4,-25.0
/animal-shelter/animals/59522,694,8,1,-100.0
/animal-shelter/animals/59918,691,43,37,-67.57
/departments/hr/jobs/sanitation-director-public-works-department,690,26,42,-14.29
/animal-shelter/animals/59237,687,45,19,-52.63
/council/sturbaum,687,57,131,-64.89
/engineering/projects/17th,687,86,160,-41.88
/grants/community-development-block-grants,686,48,148,-29.73
/historic-bloomington,686,22,76,-22.37
/animal-shelter/animals/61316,683,26,18,-77.78
/animal-shelter/animals/58637,680,21,15,-46.67
/sanitation/trash/thursday-a,680,69,63,-88.89
/council/sims,678,57,146,-64.38
/animal-shelter/animals/61484,677,36,18,-44.44
/parks/facilities/frank-southern/rentals,677,75,90,-58.89
/animal-shelter/animals/59695,673,27,16,-81.25
/animal-shelter/animals/58675,670,8,6,-0.0
/animal-shelter/animals/60152,670,8,0,-0.0
/animal-shelter/animals/60713,669,33,18,-55.56
/animal-shelter/animals/59017,668,8,10,-50.0
/locations/monroe-water-treatment-plant,668,69,325,-48.92
/boards/parking,664,111,242,-50.83
/animal-shelter/animals/61592,663,27,9,-55.56
/parks/pools,663,30,125,-51.2
/animal-shelter/animals/56486,662,15,10,-0.0
/animal-shelter/animals/60426,662,22,8,-62.5
/animal-shelter/animals/58864,661,10,2,-0.0
/animal-shelter/animals/58318,658,13,16,-0.0
/animal-shelter/animals/61708,656,36,32,-59.38
/animal-shelter/animals/60730,655,15,3,-66.67
/neighborhoods/historic/elm-heights,655,135,335,-60.0
/transportation/parking/downtown-parking/7th-and-walnut-street-parking-garage,654,37,92,-0.0
/animal-shelter/animals/61078,652,16,9,-77.78
/animal-shelter/animals/61096,652,12,3,-66.67
/parks/facilities/cascades-golf-course/rules,652,67,53,-73.58
/animal-shelter/animals/59300,651,22,42,-61.9
/animal-shelter/animals/59716,651,22,19,-78.95
/animal-shelter/animals/61730,651,41,31,-64.52
/animal-shelter/animals/59481,650,18,27,-62.96
/animal-shelter/animals/60952,650,34,51,-74.51
/parks/rentals/pools,650,76,76,-89.47
/animal-shelter/animals/61519,649,26,16,-62.5
/directoryanimalshelter,648,71,516,-68.99
/animal-shelter/animals/60651,647,36,13,-38.46
/recreation/programs/10491,647,125,69,-81.16
/boards/bicycle-pedestrian-safety,646,70,153,-47.06
/recreation/sports/volleyball,645,83,236,-76.69
/animal-shelter/animals/58996,644,32,26,-61.54
/animal-shelter/animals/58848,643,14,3,-33.33
/animal-shelter/animals/58826,642,4,2,-0.0
/boards/park-commissioners,642,69,124,-41.13
/animal-shelter/animals/59295,639,19,10,-60.0
/council/sandberg,639,51,105,-68.57
/animal-shelter/animals/58474,638,10,5,-0.0
/recreation/sports/hockey/league,637,69,209,-58.85
/animal-shelter/animals/60507,635,15,2,-50.0
/boards/historic-preservation/meetings/2018,634,96,104,-53.85
/animal-shelter/animals/60893,632,14,6,-66.67
/node/3469,630,283,280,-91.43
/animal-shelter/animals/58625,627,11,6,-0.0
/directoryparks,627,49,542,-69.74
/animal-shelter/animals/58420,626,27,26,-0.0
/animal-shelter/animals/58413,625,13,2,-0.0
/news/2018/02/01/3146,624,64,346,-48.27
/departments/hr/jobs/laborer-2-positions-utilities-department-td,623,41,28,-3.57
/directoryutilities,622,62,487,-27.1
/recreation/programs/10450,622,129,84,-89.29
/animal-shelter/animals/58430,616,15,7,-0.0
/sanitation/trash/wednesday-b,616,81,37,-81.08
/animal-shelter/animals/60131,615,27,11,-63.64
/animal-shelter/animals/58613,614,9,5,-20.0
/animal-shelter/animals/59062,613,39,10,-70.0
/animal-shelter/animals/58755,612,9,3,-0.0
/animal-shelter/animals/61938,612,12,3,-66.67
/animal-shelter/animals/58829,611,24,25,-52.0
/animal-shelter/animals/61591,609,40,24,-66.67
/animal-shelter/animals/60243,607,9,6,-50.0
/departments/hr/jobs/mpo-transportation-planner-planning-and-transportation-department,604,28,48,-12.5
/parks/employment/admissions-concessions-attendant-bryan-park-pool-and-mills-pool,604,61,53,-73.58
/animal-shelter/animals/58695,603,42,27,-81.48
/parks/parks/sherwood-oaks-park,603,96,271,-61.99
/news/2018/02/28/3339,600,23,257,-4.28
/animal-shelter/animals/59932,599,42,19,-42.11
/recreation/programs/10493,599,161,66,-71.21
/animal-shelter/found/Dog,598,35,30,-43.33
/clerk/ceremonies,598,66,192,-55.73
/offices,598,27,121,-33.88
/recreation/programs/10255,596,79,299,-33.78
/cirt-public-record,595,122,449,-82.41
/engineering/resources,593,47,26,-61.54
/recreation/programs/10458,593,157,273,-79.49
/animal-shelter/animals/59419,592,10,8,-62.5
/animal-shelter/animals/60213,592,15,6,-50.0
/news/2018/03/02/3351,592,112,395,-63.54
/animal-shelter/animals/59851,591,29,12,-75.0
/city/financials,590,20,20,-50.0
/about/historic-Bloomington,586,20,18,-16.67
/animal-shelter/animals/59791,586,32,17,-64.71
/animal-shelter/events,586,91,42,-73.81
/boards/deertaskforce,586,137,335,-64.48
/news/2018/03/01/3341,586,61,283,-30.74
/animal-shelter/animals/59162,585,19,8,-75.0
/animal-shelter/animals/59224,585,30,8,-75.0
/animal-shelter/animals/59249,585,42,51,-58.82
/animal-shelter/animals/61838,583,9,3,-66.67
/location,582,40,1,-0.0
/locations/winslow-sports-complex,582,153,337,-76.85
/news/2018/03/28/3434,575,278,455,-86.59
/animal-shelter/animals/59048,574,31,31,-70.97
/animal-shelter/animals/59133,572,33,5,-40.0
/council/ruff,568,57,82,-60.98
/animal-shelter/animals/59417,566,39,10,-80.0
/animal-shelter/animals/61812,565,17,12,-75.0
/parks/parks/goat-farm,565,58,263,-67.3
/animal-shelter/animals/59526,564,10,7,-57.14
/recreation/camps/kid-city-summer/break-days,564,115,142,-71.13
/animal-shelter/animals/59124,561,21,21,-57.14
/animal-shelter/permits,560,46,106,-57.55
/animal-shelter/animals/61321,559,10,8,-62.5
/council/legislation,558,9,21,-9.52
/animal-shelter/animals/61897,556,10,2,-50.0
/animal-shelter/animals/61564,552,16,13,-76.92
/parks/sports-park-partners,552,48,163,-38.65
/departments/hr/jobs/laborer-2-positions-public-works-street-department,551,30,57,-17.54
/recreation/programs/10153,551,149,447,-74.72
/animal-shelter/animals/61001,548,57,39,-64.1
/parks/inclusion,548,49,194,-58.25
/animal-shelter/animals/59920,547,16,8,-37.5
/animal-shelter/animals/58536,546,19,19,-0.0
/animal-shelter/animals/61337,545,18,6,-83.33
/animal-shelter/animals/60623,544,22,4,-25.0
/departments/hr/jobs/accounting-clerk-utilities-department-accounting-finance,543,147,97,-78.35
/animal-shelter/animals/56604,542,10,5,-0.0
/animal-shelter/animals/57629,542,9,6,-66.67
/animal-shelter/animals/58764,542,28,18,-11.11
/animal-shelter/animals/59253,542,52,136,-67.65
/animal-shelter/animals/60169,542,32,23,-56.52
/animal-shelter/animals/60254,542,38,17,-76.47
/animal-shelter/animals/58762,541,14,12,-8.33
/animal-shelter/animals/60225,541,245,127,-59.06
/animal-shelter/animals/58761,540,13,6,-0.0
/animal-shelter/animals/60978,540,35,6,-66.67
/animal-shelter/animals/60576,539,7,5,-60.0
/departments/hr/jobs/development-services-manager-planning-and-transportation-department,539,14,34,-5.88
/animal-shelter/animals/59985,537,36,26,-76.92
/police/neighborhood-watch,537,111,317,-76.34
/animal-shelter/animals/60481,535,28,23,-69.57
/boards/status-of-children,534,83,221,-52.94
/animal-shelter/animals/59122,533,15,4,-50.0
/council/minutes,533,11,117,-14.53
/housing/yard-complaints,533,74,189,-48.68
/animal-shelter/animals/58540,532,9,7,-0.0
/animal-shelter/animals/59915,532,21,14,-35.71
/boards/public-safety,532,100,199,-40.7
/animal-shelter/animals/61469,530,12,5,-40.0
/police/criminal-history,529,78,238,-61.34
/animal-shelter/animals/59914,527,19,4,-50.0
/animal-shelter/animals/61098,527,14,8,-75.0
/housing/home-ownership/historic-property-owners,527,66,205,-49.76
/parks/parks/skate-park-upper-cascades,526,85,400,-74.0
/animal-shelter/animals/58485,524,22,9,-0.0
/parks/employment/farmers-market-leader-0,524,29,94,-4.26
/animal-shelter/animals/58446,523,24,7,-14.29
/animal-shelter/animals/61919,521,12,7,-85.71
/animal-shelter/animals/57062,520,11,1,-0.0
/boards/animal-control,520,71,134,-64.18
/animal-shelter/animals/57213,519,10,2,-0.0
/boards/status-of-women/womens-history-month,519,60,263,-42.59
/animal-shelter/animals/59070,518,15,6,-33.33
/animal-shelter/animals/47753,517,34,11,-45.45
/animal-shelter/animals/55322,517,36,20,-30.0
/animal-shelter/animals/61503,517,34,9,-55.56
/animal-shelter/animals/59214,516,34,14,-64.29
/animal-shelter/animals/60309,515,22,13,-53.85
/news/2017/12/20/3050,515,34,88,-23.86
/recreation/programs/10547,515,139,277,-78.7
/animal-shelter/animals/58405,514,17,17,-0.0
/animal-shelter/animals/58801,514,49,26,-61.54
/animal-shelter/animals/61424,514,21,7,-42.86
/news/2018,513,32,41,-24.39
/parks/golf-tournament,512,60,280,-57.5
/animal-shelter/animals/60812,511,12,0,-0.0
/parks/facilities/twin-lakes-recreation-center/personal-training,511,94,78,-53.85
/animal-shelter/animals/60204,507,33,11,-54.55
/news/2018/11/09/3753,507,124,384,-94.01
/animal-shelter/animals?species=Dog&form_build_id=form-noTpb_sVfZ9k8SdK1k_xi5EJIhZQCvE1vtwC4EGcILM&form_id=asm_animalsearchform&op=Search,506,8,213,-2.82
/city/annexation,506,127,214,-49.07
/animal-shelter/animals/58987,505,30,25,-44.0
/animal-shelter/animals/59277,504,50,37,-70.27
/animal-shelter/animals/61349,503,15,3,-33.33
/animal-shelter/animals/61387,503,10,5,-40.0
/myBloomington,502,24,6,-83.33
/parks/parks/southeast-park,502,56,185,-59.46
/animal-shelter/animals/60075,497,32,6,-0.0
/farmers-market/recipes,497,100,294,-89.8
/animal-shelter/animals?species=Dog&form_build_id=form-57c6MAg4uyzkLTk8mxlAmsWeN8nZiolxrfpo_CnrLKw&form_id=asm_animalsearchform&op=Search,496,15,214,-5.61
/animal-shelter/animals/59354,496,74,52,-65.38
/boards/apply,496,55,65,-20.0
/animal-shelter/animals/58319,494,13,15,-0.0
/parks/employment/ballfield-concessions-attendant,494,68,57,-45.61
/volunteer/,493,76,326,-57.36
/parks/community-events/childrens-expo,492,137,382,-80.1
/animal-shelter/animals/61912,491,9,5,-80.0
/boards/utilities-service,489,44,127,-36.22
/animal-shelter/animals/61283,487,21,10,-40.0
/news/2018/07/09/3590,487,146,433,-92.15
/health/smokefree,485,140,268,-68.28
/animal-shelter/animals/58986,484,20,8,-62.5
/departments/hr/jobs/assistant-city-attorney-legal-department,483,22,46,-19.57
/report-issues,483,80,229,-46.72
/animal-shelter/animals/59009,482,15,5,-60.0
/animal-shelter/animals/60860,482,34,11,-36.36
/grants/community-development-block-grants/application-information,481,184,195,-67.69
/animal-shelter/animals/58751,479,39,24,-0.0
/animal-shelter/animals/61782,479,20,4,-75.0
/housing/counseling,479,57,41,-68.29
/animal-shelter/animals/59142,477,50,36,-55.56
/boards/economic-development,476,64,141,-44.68
/animal-shelter/animals/59243,475,31,8,-62.5
/animal-shelter/animals/59409,475,21,16,-87.5
/news/2018/12/06/3780,475,136,414,-93.96
/web,474,41,34,-70.59
/animal-shelter/animals/61752,471,27,8,-37.5
/chexpo,471,32,171,-0.58
/search/node?keys=Jobs,471,29,8,-37.5
/animal-shelter/animals/58693,470,17,15,-0.0
/animal-shelter/animals/60395,469,10,7,-57.14
/animal-shelter/animals/58406,468,14,8,-0.0
/animal-shelter/animals/58434,467,8,3,-33.33
/farmers-market/busking,465,142,252,-80.16
/animal-shelter/animals/58995,464,71,30,-76.67
/animal-shelter/animals/60934,464,31,9,-77.78
/parks/employment/pool-lifeguard,464,83,67,-64.18
/documents/viewDocument.php?document_id=62,463,28,315,-53.02
/animal-shelter/animals/60927,462,20,9,-66.67
/animal-shelter/animals/61683,462,12,2,-50.0
/animal-shelter/animals/58754,460,48,19,-68.42
/animal-shelter/animals/60640,458,30,3,-66.67
/animal-shelter/animals/61915,458,7,0,-0.0
/recreation/sports/pickelball,458,58,175,-53.71
/recreation/programs/10373,456,33,49,-0.0
/animal-shelter/animals/59875,454,23,16,-81.25
/animal-shelter/animals/60900,453,21,8,-75.0
/animal-shelter/animals/58998,451,15,6,-83.33
/animal-shelter/animals/60614,451,13,1,-100.0
/animal-shelter/animals/58412,450,14,11,-0.0
/animal-shelter/animals/59828,450,30,20,-70.0
/animal-shelter/animals/61427,448,30,8,-50.0
/recreation/programs/10294,447,92,272,-63.97
/departments/legal/public-records-request,446,124,78,-51.28
/index.php/recreation/recreation,446,34,313,-33.87
/sanitation/trash/tuesday-a,446,79,34,-88.24
/about/walking-tours/courthouse,443,87,215,-59.07
/animal-shelter/animals/61643,441,27,18,-66.67
/boards/redevelopment/meetings/2018,441,179,42,-64.29
/welcome/students,441,23,20,-70.0
/animal-shelter/animals/58593,438,15,7,-0.0
/news/2016/12/20/1667,438,32,103,-27.18
/animal-shelter/animals/59418,437,23,15,-46.67
/animal-shelter/animals/59544,437,14,2,-0.0
/documents/viewDocument.php?document_id=596,437,30,296,-9.8
/news/2018/01/03/3056,437,50,170,-50.59
/public-safety/safe-civil/sister-cities,437,63,282,-62.06
/animal-shelter/animals/58371,436,13,3,-0.0
/animal-shelter/animals/59658,435,21,6,-66.67
/animal-shelter/animals/59930,435,32,13,-76.92
/animal-shelter/animals/61811,435,19,10,-60.0
/animal-shelter/animals/58899,433,18,9,-55.56
/animal-shelter/animals/60079,432,41,17,-82.35
/recreation/programs/10454,432,180,138,-79.71
/parks/employment/winslow-sports-complexolcott-park-supervisor,431,73,18,-66.67
/animal-shelter/animals/60189,430,11,2,-50.0
/news/2017/12/13/3038,430,71,95,-16.84
/parks/employment/natural-resources-education-specialist-0,430,85,49,-83.67
/animal-shelter/animals/58984,429,14,4,-50.0
/animal-shelter/animals/59320,428,34,11,-81.82
/animal-shelter/animals/59341,428,22,25,-80.0
/animal-shelter/animals/59523,428,8,7,-57.14
/parks/parks/peoples-park,428,91,246,-61.79
/boards/farmers-market,427,82,103,-42.72
/departments/hr/jobs/temporary-part-time-kennel-worker-specialist-public-works-animal-care-control,427,44,33,-36.36
/animal-shelter/animals/59437,426,19,7,-71.43
/animal-shelter/animals/59651,425,19,11,-72.73
/node/3156,425,42,26,-7.69
/animal-shelter/animals/58854,422,16,0,-0.0
/animal-shelter/animals/59820,422,15,6,-33.33
/animal-shelter/animals/58082,421,17,3,-33.33
/parks/rentals/ballfields,421,108,179,-65.36
/animal-shelter/animals/61675,419,12,1,-0.0
/sanitation/trash/monday-b,419,64,30,-76.67
/animal-shelter/animals/61236,418,26,13,-69.23
/boards/mpo-policy/meetings/2018,416,107,132,-67.42
/animal-shelter/animals/60958,415,26,20,-65.0
/recreation/programs/10134,415,63,193,-21.24
/animal-shelter/animals/58763,414,9,3,-0.0
/animal-shelter/animals/58855,414,32,18,-55.56
/animal-shelter/animals/58575,412,20,3,-0.0
/streets-parking-and-traffic,412,17,6,-33.33
/animal-shelter/animals/57774,410,27,5,-0.0
/animal-shelter/animals/60510,410,27,16,-75.0
/parks/parks/building-trades-park,410,81,150,-65.33
/ureport/,410,74,26,-46.15
/animal-shelter/animals/60780,409,29,17,-88.24
/bicentennial/arts-contest,409,141,249,-83.13
/animal-shelter/animals/60117,407,13,2,-50.0
/recreation/programs/10232,407,93,324,-70.37
/recreation/sports/hockey,407,21,136,-19.12
/animal-shelter/animals/59870,406,10,9,-77.78
/CIRT-Public-Record,406,52,224,-68.3
/animal-shelter/animals/58610,403,20,1,-0.0
/parks/employment/griffy-boathouse-attendant,401,34,45,-2.22
/animal-shelter/animals/60634,400,20,6,-33.33
/animal-shelter/animals/60813,400,8,7,-28.57
/council/legislation/Ordinance/2018/18-11,400,133,17,-82.35
/index.php/utilities/pay-bill,400,175,158,-91.14
/neighborhoods/preservation/certificate-of-appropriateness,399,154,73,-57.53
/parks/employment/ballfield-site-supervisor,399,52,21,-14.29
/animal-shelter/animals/58635,398,9,0,-0.0
/animal-shelter/animals/58903,398,18,6,-16.67
/documents/viewDocument.php?document_id=3799,398,10,223,-20.63
/animal-shelter/animals/59389,396,26,25,-64.0
/animal-shelter/animals/58324,395,8,3,-0.0
/recreation/programs/10385,395,123,158,-72.15
/animal-shelter/animals/58314,394,9,16,-0.0
/animal-shelter/animals/58317,394,8,5,-0.0
/animal-shelter/animals/59574,394,56,16,-75.0
/animal-shelter/animals/61068,394,16,5,-60.0
/boards/status-of-women/woman-of-the-year,394,69,149,-32.89
/animal-shelter/animals/60930,393,15,16,-81.25
/annex,393,71,124,-24.19
/news/2018/10/18/3731,392,55,248,-22.18
/confirm,391,24,0,-0.0
/parks/rentals/mobile-stages,391,97,128,-69.53
/recreation/programs/10383,391,42,59,-42.37
/animal-shelter/animals/61333,389,10,0,-0.0
/animal-shelter/animals/59726,388,11,4,-25.0
/fire/forms,388,38,53,-64.15
/info,388,36,1,-0.0
/locations/showers-city-hall/directions,388,83,91,-78.02
/mpo/transportation-improvement-program,388,100,39,-51.28
/animal-shelter/animals/58458,387,14,4,-0.0
/animal-shelter/animals/59565,387,16,0,-0.0
/animal-shelter/animals/58524,386,9,4,-0.0
/animal-shelter/animals/58985,386,28,16,-50.0
/animal-shelter/animals/60546,386,10,5,-100.0
/index.php/parks/parks/griffy-lake/boathouse,386,260,336,-88.39
/animal-shelter/animals/47575,385,42,20,-60.0
/animal-shelter/animals/61356,385,24,4,-0.0
/parks/facilities/cascades-golf-course/outings,385,53,37,-51.35
/animal-shelter/animals/58670,384,19,8,-0.0
/animal-shelter/animals/61148,384,14,2,-100.0
/animal-shelter/animals/61501,384,18,3,-66.67
/council/schedule,384,88,154,-29.22
/locations/lower-cascades/playground,384,55,28,-64.29
/departments/hr/jobs/temporary-part-time-kennel-worker-specialist-public-works-department-animal,383,95,38,-73.68
/animal-shelter/animals/58863,382,7,0,-0.0
/animal-shelter/animals/61935,382,12,11,-72.73
/animal-shelter/animals/57534,381,16,3,-66.67
/boards/deertaskforce/deer-aggression,381,169,361,-94.46
/directorypolice,381,24,307,-57.65
/neighborhoods/grants,381,17,26,-26.92
/parks/parks/schmalz-farm-park,381,99,173,-72.83
/animal-shelter/animals/60265,379,20,9,-77.78
/parks/,379,29,257,-42.41
/animal-shelter/animals/59801,378,13,1,-0.0
/animal-shelter/animals/60382,378,12,3,-66.67
/farmers-market/vendors/triple-h-wagyu,378,83,304,-87.5
/boards/tree,377,100,96,-66.67
/farmers-market/snap-benefits,377,120,187,-74.33
/animal-shelter/animals/58738,376,15,3,-33.33
/recreation/programs/10330,376,70,180,-57.22
/recreation/camps/basketball,375,28,44,-34.09
/animal-shelter/animals/59190,374,26,6,-66.67
/news/2018/02/26/3318,374,37,182,-31.87
/parks/parks/ferguson-dog-park/amenities,373,39,28,-46.43
/animal-shelter/animals/57396,372,19,4,-0.0
/animal-shelter/animals/58623,372,13,0,-0.0
/animal-shelter/animals/60988,372,53,25,-68.0
/farmers-market/vendors/rhodes-family-farm,372,218,258,-81.01
/transportation/sidewalks,372,71,143,-79.02
/news/2018/07/11/3595,371,102,262,-83.97
/animal-shelter/animals?species=Cat&form_build_id=form-M6gTHNvN584DoS4EqlbyAjbIRYvdYkc3qp-oXsUwwec&form_id=asm_animalsearchform&op=Search,370,11,215,-1.4
/animal-shelter/animals/58616,369,15,6,-16.67
/animal-shelter/animals/59131,368,23,8,-62.5
/animal-shelter/animals/59821,368,14,1,-100.0
/animal-shelter/animals/61644,368,8,1,-100.0
